name,publisher,price,auther,translator,publish year,ISBN,num of pages,page / price
مکتب کیوتو: آشنایی با فلسفه ژاپن,آبان - شمشاد,15300.0,اصغری ، محمد,,1400,9786002783479,240,15.686
آزمایش دکتر اکس,آبان - شمشاد,6300.0,ورن ، ژول,,1396,9786002783691,96,15.238
فرزندانشان پس از آن‌ها,آبان - شمشاد,108000.0,ماتیو ، نیکولا,,1401,9786222019747,548,5.074
از فرانکلین تا لاله‌زار (زندگینامه همایون صنعتی‌زاده),آبان - شمشاد,58500.0,علی‌نژاد ، سیروس,,1395,9786002782823,272,4.65
دزدان تابستان,آبان - شمشاد,36000.0,کاپوتی ، ترومن,,1400,9786222019761,134,3.722
‏‫تکنیک صحنه (۲)‮‬,آبان - شمشاد,36000.0,علیاری ، فریدون,,1401,9786223080067,108,3.0
تاریخ ملل: چگونه هویت ملت‌ها شکل گرفت,آبان - شمشاد,166500.0,فورتادو ، پیتر,,1400,9786002782199,330,1.982
ثمرات حیات: یادداشت‌های جلسات اخلاقی - عرفانی,آفتاب فطرت,108000.0,سعادت‌پرور ، علی,,1401,9786229914502,404,3.741
ثمرات حیات: یادداشت‌های جلسات اخلاقی - عرفانی استاد ...,آفتاب فطرت,108000.0,سعادت‌پرور ، علی,,1401,9786229564530,394,3.648
ثمرات حیات: یادداشت‌های جلسات اخلاقی - عرفانی استاد ...,آفتاب فطرت,108000.0,سعادت‌پرور ، علی,,1401,9786229856840,392,3.63
همای سعادت: روش‌های تربیت اخلاقی در اسلام با ...,آفتاب فطرت,108000.0,عباسی ، محمد,,1401,9786229564509,392,3.63
فروغ شهادت، یا، اسرار مقتل سیدالشهدا (ع),آفتاب فطرت,135000.0,سعادت‌پرور ، علی,,1401,9786229914533,486,3.6
الشموس المضیئه فی‌ الغیبه و الظهور و الرجعه: ...,آفتاب فطرت,135000.0,سعادت‌پرور ، علی,,1401,9786229914540,482,3.57
راز دل: شرح منظومه گلشن راز شیخ محمود ...,آفتاب فطرت,135000.0,سعادت‌پرور ، علی,,1401,9786229914595,462,3.422
ثمرات حیات: یادداشت‌های جلسات اخلاقی - عرفانی استاد ...,آفتاب فطرت,108000.0,سعادت‌پرور ، علی,,1401,9786229564547,312,2.889
جلوه نور: پرتوی از فضائل معنوی فاطمه زهرا ...,آفتاب فطرت,108000.0,سعادت‌پرور ، علی,,1399,9786229914526,312,2.889
سرالاسراء: سیری به سوی انسانیت شرح حديث معراج,آفتاب فطرت,450000.0,سعادت‌پرور ، علی,,1401,9786229914557,-1,-0.002
برای فرداها متشکرم: روایت بانوی اول سابق فرانسه ...,آوای کتاب,40500.0,تریرویله ، والری,,1399,9786220403340,278,6.864
شهر ممنوعه,آوای کتاب,46800.0,سابو ، ماگدا,,1396,9786001199387,314,6.709
فرار کن,آوای کتاب,67500.0,هستر ، دایان,,1399,9786222018696,442,6.548
زندگی‌های خصوصی,آوای کتاب,27000.0,کاورد ، نوئل,,1400,9786222019709,116,4.296
رانندگی برای خانم دیزی,آوای کتاب,18000.0,یوری ، آلفرد,,1400,9786222019211,66,3.667
دالان بهشت,آوای کتاب,126000.0,صفوی ، نازی,,1401,9789643112134,448,3.556
سه‌شنبه‌ها با موری: مرد پیر، مرد جوان و ...,آوای کتاب,85500.0,آلبوم ، میچ,,1401,9789643413132,224,2.62
نیرنگ: کاوشگرهای اراست فاندورین در جنگ‌های روس و ...,آوای کتاب,112500.0,آکونین ، بوریس,,1398,9786222018320,278,2.471
مقالات دومین همایش ملی آسیب‌های اجتماعی در ایران، ...,آگاه,15300.0,,,1393,9789644163333,290,18.954
مقالات دومین همایش ملی آسیب‌های اجتماعی در ایران، ...,آگاه,14400.0,,,1393,9789644163302,264,18.333
مقالات دومین همایش ملی آسیب‌های اجتماعی در ایران، ...,آگاه,15300.0,,,1393,9789644163289,280,18.301
مقالات دومین همایش ملی آسیب‌های اجتماعی در ایران، ...,آگاه,13500.0,,,1393,9789644163265,240,17.778
ایدئولوژی، برنامه‌ی درسی و جامعه‌شناسی نوین آموزش: بررسی ...,آگاه,31500.0,ویس ، لوئیس,,1397,9789644163937,334,10.603
درباره‌ی مسائل شهرسازی در ایران امروز,آگاه,17100.0,غمامی ، مجید,,1397,9789644162794,176,10.292
اندیشه‌های نو در مدیریت و حکمروایی شهری (مجموعه ...,آگاه,23400.0,,,1397,9789644163708,236,10.085
مقدمه‌ای بر زبان‌شناسی شناختی,آگاه,50400.0,اونگرر ، فردریش,,1397,9789644164026,480,9.524
اقدام‌پژوهی,آگاه,13500.0,کاستلو ، پاتریک,,1397,9789644162541,120,8.889
سیاست‌گذاری سرمایه‌ی انسانی در ایران,آگاه,45000.0,حیدری ، علی‌رضا,,1397,9789644163517,380,8.444
سرمایه‌ی اجتماعی و سلامت اجتماعی: مفاهیم و رویکردها,آگاه,28800.0,موسوی ، میرطاهر,,1398,9789644163418,232,8.056
استعاره: مقدمه‌ای کاربردی,آگاه,67500.0,کووچش ، زولتان,,1398,9789644163661,542,8.03
پیدایش روشنفکر گفت‌و‌گویی در ایران؟: مطالعه‌ای تاریخی از ...,آگاه,63000.0,قانعی‌راد ، سیدمحمدامین,,1398,9789644164330,482,7.651
مقالات برگزیده‌ی سومین همایش ملی آسیب‌های اجتماعی ایران، ...,آگاه,25200.0,,,1398,9789644164255,192,7.619
آسیب‌های کودکان، نوجوانان،جوانان و سالمندان,آگاه,36000.0,,,1398,9789644164217,272,7.556
مسائل و مشکلات اجتماعی‮‮‬‬‏‫,آگاه,45000.0,,,1398,9789644164262,336,7.467
اعتیاد,آگاه,43200.0,,,1398,9789644164231,318,7.361
مقالات برگزیده‌ی سومین همایش ملی آسیب‌های اجتماعی ایران، ...,آگاه,29700.0,,,1398,9789644164248,194,6.532
مقالات برگزیده سومین همایش ملی آسیب‌های اجتماعی ایران، ...,آگاه,45000.0,,,1398,9789644164224,292,6.489
الف ‌- ‌ب زبان‌شناسي شناختي (2),آگاه,67500.0,اونز ، ویوین,,1398,9789644164149,438,6.489
شهر نابرابر: تجدید حیات شهری، جابه‌جایی و ایجاد ...,آگاه,55800.0,شورت ، جان‌رنی,,1399,9789644164408,340,6.093
اقتدار پزشکی از خشونت تا دگر فهمی,آگاه,34200.0,صالحی ، علیرضا,,1399,9789644164200,200,5.848
جامعه‌شناسی شادی: رویکرد اجتماعی و شناختی بر مطالعه‌ی ...,آگاه,32400.0,موسوی ، میرطاهر,,1400,9789644163890,184,5.679
نیمه‌ی پنهان مادری (مجموعه مقالات),آگاه,45000.0,,,1399,9789644160059,248,5.511
تحلیل فرهنگی صنعت,آگاه,45000.0,قانعی‌راد ، سیدمحمدامین,,1399,9789644160080,238,5.289
مبانی بازارها و نهادهای مالی (با ملحقاتی در ...,آگاه,61200.0,فابوتسی ، فرانک‌ج.,,1399,9789644164415,320,5.229
آتش و خاکستر: موفقیت و شکست در سیاست,آگاه,43200.0,ایگناتیف ، مایکل,,1400,9789644163647,204,4.722
عدالت شهری,آگاه,73800.0,فینستاین ، سوزان‌اس.,,1400,9789644164156,344,4.661
جامعه‌شناسی سالمندی: سالمندی و زندگی روزمره,آگاه,72000.0,پروائی ، شیوا,,1400,9789644164453,272,3.778
اخلاق علم و انجمن‌های علمی در ایران,آگاه,79200.0,قاراخانی ، معصومه,,1400,9789644164491,296,3.737
فیزیک از زبان فیزیک‌دانان: مقاله‌هایی از فیزیک‌دانان نامی ...,آگاه,75600.0,,,1400,9789644163623,282,3.73
آموزش و قدرت,آگاه,88200.0,اپل ، مایکل‌دبلیو.,,1400,9789644160851,328,3.719
پسامدرنیسم در بوته‌ی نقد (مجموعه مقالات),آگاه,50400.0,,,1400,9789644160448,182,3.611
رسانه‌های جدید و آینده‌ی دیپلماسی,آگاه,55800.0,سیب ، فیلیپ‌ام.,,1401,9789644163883,196,3.513
کارگران بی‌طبقه: توان چانه‌زنی کارگران در ایران پس ...,آگاه,73800.0,خیراللهی ، علیرضا,,1401,9789644163968,258,3.496
صدواژه درباره‌ی انرژی و نفت,آگاه,49500.0,شوالیه ، ژان‌ماریه,,1401,9789644164446,172,3.475
خودکشی در ایران: تبیین جامعه‌شناختی ایده‌پردازی و تمایل ...,آگاه,90000.0,علیوردی‌نیا ، اکبر,,1400,9789644164484,312,3.467
طبقه متوسط و تحولات سیاسی در ایران معاصر ...,آگاه,103500.0,بحرانی ، محمدحسین,,1401,9789644163081,356,3.44
افسانه پدران ما,آگاه,49500.0,شالاندن ، سورژ,,1401,9789644163234,170,3.434
گذار از سرمایه‌داری: گفت‌وگو با رابرت آلبریتون، باربارا ...,آگاه,102600.0,,,1401,9789644163616,344,3.353
ناسیونالیسم و قومیت در ایران (مطالعه‌ای تجربی),آگاه,65700.0,میرزایی ، سیدآیت‌الله,,1401,9789644164392,184,2.801
تکوین جهان مدرن,آگاه,72000.0,اونز ، مری,,1401,9789644163340,200,2.778
راهنمای نگارش تاریخ,آگاه,79200.0,رامپولا ، مری‌لین,,1401,9789644163494,214,2.702
منشاهای فرهنگی شناخت انسان,آگاه,112500.0,تومازلو ، مایکل,,1401,9789644163944,296,2.631
ذهن و رایانه: مقدمه‌ای بر فلسفه‌ی هوش مصنوعی,آگاه,117000.0,کارتر ، مت,,1401,9789644164361,292,2.496
بنیان شهر: اقتصاد، جامعه و شهرنشینی در عصر ...,آگاه,117000.0,آلن ، اسکات‌ج.,,1401,9789644164576,292,2.496
درآمدی پیشرفته بر نظریه‌ی برنامه‌ریزی,آگاه,90000.0,بورگارد ، رابرت‌ا.,,1401,9789644164606,224,2.489
دانش رسمی: آموزش دموکراتیک در عصر محافظه‌کاری,آگاه,142200.0,اپل ، مایکل‌دبلیو.,,1401,9789644164101,352,2.475
ایدئولوژی و برنامه‌ی درسی,آگاه,198000.0,اپل ، مایکل‌دبلیو.,,1401,9789644164637,488,2.465
روش تحقیق کیفی در علوم اجتماعی با تاکید ...,آگاه,91800.0,فراستخواه ، مقصود,,1401,9789644163654,226,2.462
مبانی استیصال: تمهیدات نظری و روشی در باب ...,آگاه,136800.0,حسینی ، عبدالرضا,,1401,9789644164668,336,2.456
اعتیاد و روند ابژه‌سازی معتاد: چهار دهه بعد ...,آگاه,77400.0,علی‌زاده ، مهناز,,1401,9789644164675,190,2.455
آیین‌ها و جشن‌های کهن در ایران امروز (نگرش ...,آگاه,85500.0,روح‌الامینی ، محمود,,1401,9789644160684,208,2.433
مغز یک ماشین زمان است: دانش مغز و ...,آگاه,135000.0,بونومانو ، دین,,1401,9789644161360,328,2.43
مقدمه‌ای بر تحلیل سیاسی,آگاه,63000.0,استریکلند ، دونالد,,1401,9789644161810,152,2.413
قواعد روش جامعه‌شناسی,آگاه,81000.0,دورکیم ، امیل,,1401,9789644164354,194,2.395
شهریار,آگاه,99000.0,ماکیاولی ، نیکولو,,1402,9789644162909,216,2.182
ظرافت جوجه تیغی,آگاه,171000.0,باربری ، موریل,,1402,9789644160639,362,2.117
راوی خشمگین آرزوهای خرده‌بورژوازی (زندگی و اندیشه‌ی محمد ...,آگاه,157500.0,نهچیری ، آرمان,,1401,9789644164590,320,2.032
هویت ایران: کاوش در نمودارهای ناسیونالیسم: دیدگاهی مدنی,آگاه,211500.0,عظیمی ، فخرالدین,,1399,9789644160523,398,1.882
خاقان صاحب‌قران و علمای زمان: نقش فتحعلی‌شاه قاجار ...,آگاه,184500.0,کاظمی‌موسوی ، سیداحمد,,1401,9789644163999,312,1.691
طلوع لبخندش در آینه‌ی خورشید,آگه,15300.0,,,1396,9789643293284,278,18.17
انگار به آن طرف خیابان رسیده‌ای!,آگه,7200.0,حیاتی ، حمید,,1393,9789643292584,128,17.778
وقتی قوها پیر می‌شوند (مجموعه داستان),آگه,13500.0,شریعتی ، خدیجه,,1395,9789643292003,224,16.593
از اعماق,آگه,9000.0,شکرگزار ، یاسمن,,1396,9789643290719,144,16.0
خورشیدی که در شاهنامه می‌درخشد,آگه,11700.0,نبوی ، محمدحسن,,1395,9789643293123,180,15.385
برنامه‌ریزی آموزش و پرورش (نظریه‌ها، روش‌ها و فنون),آگه,13500.0,,,1396,9789643292966,192,14.222
فانوس جادو: انقلاب‌های 1989 به روایت شاهد عینی,آگه,13500.0,گارتن‌اش ، تیموتی,,1393,9789643292478,178,13.185
انگار ساعت از سرت گذشته است!,آگه,13500.0,حیاتی ، حمید,,1397,9789643293413,142,10.519
برنامه‌ریزی و تمرکززدایی: فضاهای متعارض برای اقدام جمعی ...,آگه,37800.0,بیرد ، ویکتوریا,,1397,9789643293536,388,10.265
داستان‌های قدیمی از کاستیا لا بیه‌خا,آگه,9000.0,دلیبس ، میگل,,1397,9789643293352,88,9.778
بازخوانی چند جنایت غیرعمدی (مجموعه داستان),آگه,15300.0,موسوی ، محبوبه,,1397,9789643293499,146,9.542
لیلا، مرکب‌خوانی، چند مسافر ... (سه نمایش‌نامه),آگه,11700.0,رحمانیان ، محمد,,1397,9789643293567,102,8.718
واژگان ادبیات و گفتمان ادبی انگلیسی - فارسی، ...,آگه,58500.0,,,1397,9789643290610,500,8.547
کلاس پیشرفته (نمایش‌نامه),آگه,10800.0,مک‌نلی ، ترنس,,1397,9789643293611,88,8.148
بنیان‌های فلسفی آموزش بزرگسالان,آگه,36000.0,الیاس ، جان‌ال.,,1393,9789643292201,292,8.111
خرگوش و خاکستر (رمان),آگه,38700.0,موسوی ، محبوبه,,1398,9789643293628,288,7.442
با هم و تنها,آگه,26100.0,حجت‌خواه ، حامد,,1398,9789643293055,192,7.356
خنیاگری در باغ: جستارهایی درباره‌ی ترجمه‌ی ادبیات کلاسیک ...,آگه,23400.0,دیویس ، دیک,,1398,9789643294038,172,7.35
مکاشفه‌ی ابرک، سگ قربانعلی (رمان),آگه,43200.0,کاغذچی ، الهامه,,1398,9789643294014,266,6.157
روش پژوهش تطبیقی: با رویکرد تحلیل کمی، تاریخی ...,آگه,45000.0,ساعی ، علی,,1397,9789643292935,248,5.511
گوری درگودی ابرها: جستارهایی پیرامون اروپای دیروز و ...,آگه,37800.0,سمپرون ، خورخه,,1399,9789643294113,208,5.503
دموکراسی (رساله‌ی آموزشی),آگه,45000.0,بشله ، ژان,,1399,9789643294069,246,5.467
کله‌پوک,آگه,42300.0,روژه ، ماری-‌سابین,,1399,9789643294274,228,5.39
چتری که باد برد (مجموعه داستان),آگه,19800.0,غبیشی ، تبسم,,1399,9789643294076,104,5.253
زنی در حاشیه‌ی روزنامه (رمان),آگه,21600.0,بزرگی ، شبنم,,1399,9789643294342,112,5.185
دیالوگ (داستان),آگه,21600.0,میرزاده ، کریم,,1399,9789643294281,112,5.185
گفت‌وگوها,آگه,17100.0,آیرا ، سزار,,1399,9789643294083,88,5.146
پرسه‌گرد,آگه,19800.0,قادری ، ناصر,,1399,9789643294311,98,4.949
گوشواره‌های فلزی,آگه,16200.0,فصاحت ، گلپر,,1399,9789643294137,80,4.938
دولت و سیاست‌اجتماعی در ایران,آگه,42300.0,قارخانی ، معصومه,,1400,9789643293635,208,4.917
دگرگونی اجتماعی و فیلم‌های سینمایی در ایران: جامعه‌شناسی ...,آگه,90000.0,اجلالی ، پرویز,,1400,9789643291891,430,4.778
جاسوس زمان,آگه,61200.0,فیگراس ، مارسلو,,1400,9789643293970,282,4.608
بنیادهای اسطوره و حماسه‌ی ایران: شانزده گفتار در ...,آگه,144000.0,کویاجی ، جهانگیرکوورجی,,1400,9789643290542,662,4.597
مشعشعیان: ماهیت فکری - اجتماعی و فرایند تحولات ...,آگه,90000.0,رنجبر ، محمدعلی,,1400,9789643290689,394,4.378
پسربچه‌ها هم از ستاره‌ها زاده می‌شوند,آگه,84600.0,دونگالا ، امانوئل‌بوندزکی,,1400,9789643294465,352,4.161
زمان و زادگاه زرتشت: پژوهشی درباره مزدایی‌گری,آگه,81000.0,نیولی ، گیراردو,,1400,9789643290412,328,4.049
حافظه‌ی پروانه‌ای (مجموعه داستان),آگه,35100.0,علی‌پورکسگری ، بهناز,,1400,9789643294243,136,3.875
وقت عکس,آگه,85500.0,مهاجر ، مهران,,1400,9789643294366,323,3.778
دلو سی و هفتم,آگه,26100.0,حیاتی ، حمید,,1400,9789643294427,96,3.678
مطالعات فرهنگی درباره‌ی فرهنگ عامه,آگه,100800.0,استوری ، جان,,1401,9789643291525,368,3.651
تاریخ‌نگاری و عکاسی: جستارهایی پیرامون عکس به مثابه ...,آگه,80100.0,پاسکالیدیس ، گرگوری,,1400,9789643293321,291,3.633
فلسفه علوم اجتماعی: بنیادهای فلسفی تفکر اجتماعی,آگه,100800.0,بنتون ، تد,,1401,9789643291228,366,3.631
میم تا کآباد,آگه,44100.0,کرم‌نژاد ، نغمه,,1400,9789643294489,160,3.628
برآمدن ترکیه‌ی اردوغان,آگه,85500.0,بالکان ، اورول,,1400,9789643294106,305,3.567
در شب دیرند,آگه,32400.0,,,1400,9789643294502,114,3.519
نوسازی، توسعه، جهانی‌شدن (مفاهیم، مکاتب، نظریه‌ها),آگه,82800.0,شیرزادی ، رضا,,1401,9789643292614,288,3.478
تبارشناسی اخلاق (یک جدل‌نامه),آگه,63000.0,نیچه ، فریدریش‌ویلهلم,,1401,9789643290825,218,3.46
غروب بت‌ها، یا، فلسفیدن با پتک,آگه,54000.0,نیچه ، فریدریش‌ویلهلم,,1399,9789643290399,184,3.407
بورژوا در میانه تاریخ و ادبیات,آگه,67500.0,مورتی ، فرانکو,,1401,9789643293468,228,3.378
پوست انداختن,آگه,187200.0,فوئنتس ، کارلوس,,1401,9789643290108,632,3.376
سیمای زنی در میان جمع,آگه,166500.0,بول ، هاینریش,,1401,9789643290788,560,3.363
سازندگان دنیای کهن,آگه,95400.0,هارتمن ، گرترود,,1401,9789643290177,320,3.354
هایدگر,آگه,29700.0,ری ، جاناتان,,1401,9789643294175,88,2.963
هگل,آگه,27000.0,پلنت ، ریموند,,1401,9789643294182,78,2.889
نظریه برنامه‌ریزی: دیدگاههای سنتی و جدید,آگه,135000.0,رفیعیان ، مجتبی,,1401,9789643292676,384,2.844
درآمدی بر ساختار اسطوره‌ای شاهنامه,آگه,99000.0,مختاریان ، بهار,,1400,9789643292447,280,2.828
چکیده‌ی فلسفه‌ی سیاسی (امر سیاسی، ایدئولوژی، جنگ),آگه,37800.0,بشله ، ژان,,1401,9789643293260,106,2.804
نظریه اجتماعی کلاسیک: مقدمه‌ای بر اندیشه مارکس، وبر ...,آگه,172800.0,کرایب ، یان,,1401,9789643290740,484,2.801
جامعه‌شناسی جوانان ایران,آگه,110700.0,ذکایی ، محمدسعید,,1401,9789643291549,310,2.8
سرگذشت رباعیات: درنگی بر رباعیات خیام ترجمه‌ی ادوارد ...,آگه,52200.0,,,1397,9789643293550,146,2.797
مواجهه,آگه,78300.0,کوندرا ، میلان,,1401,9789643292898,218,2.784
مدیریت مالی,آگه,175500.0,وستون ، جان‌فردریک,,1400,9789643290528,486,2.769
چهار گفتار درباره زبان,آگه,47700.0,باطنی ، محمدرضا,,1401,9789643291426,132,2.767
نیچه,آگه,184500.0,هایدگر ، مارتین,,1401,9789643292652,488,2.645
جامعه‌شناسی هنر,آگه,63000.0,هینیک ، ناتالی,,1401,9789643290894,166,2.635
نگاهی تازه به دستور زبان,آگه,58500.0,باطنی ، محمدرضا,,1401,9789643290818,154,2.632
مبانی و اصول آموزش و پرورش,آگه,103500.0,تقی‌پورظهیر ، علی,,1401,9789643290559,270,2.609
کمد,آگه,31500.0,توکارچوک ، اولگا,,1401,9789643294458,80,2.54
رباعیات و سویه‌ی تمثیلی تجدد,آگه,88200.0,جاوید ، رضا,,1401,9789643294397,220,2.494
نظریه اجتماعی مدرن از پارسونز تا هابرماس,آگه,135000.0,کرایب ، یان,,1401,9789643290641,336,2.489
آرمانشهر (یوتوپیا),آگه,77400.0,مور ، تامس,,1401,9789643293994,192,2.481
آخرین رویا,آگه,109800.0,شریفیان ، روح‌انگیز,,1401,9789643290887,272,2.477
اصول اساسی برنامه‌ریزی درسی و آموزشی,آگه,63000.0,تایلور ، رالف‌وینفرد,,1401,9789643290016,156,2.476
مطالعات توسعه,آگه,144000.0,هینز ، جفری,,1401,9789643292515,356,2.472
چگونه شعر بخوانیم,آگه,114300.0,ایگلتون ، تری,,1401,9789643293369,282,2.467
کندوکاوی در جامعه‌شناسی ادبیات,آگه,163800.0,ارشاد ، فرهنگ,,1401,9789643292713,404,2.466
مبانی جامعه‌شناسی سیاسی,آگه,133200.0,دورماگن ، ژان-ایو,,1401,9789643292386,328,2.462
مرا به صندلی الکتریکی بسپار,آگه,76500.0,پرولکس ، آنی,,1401,9789643294632,188,2.458
زبان و شاعری (چند مقاله),آگه,52200.0,پو ، ادگارآلن,,1401,9789643293963,128,2.452
شبح تام جود: موسیقی عامه‌پسند در آمریکا از ...,آگه,54000.0,فراهانی ، ایلیا,,1401,9789643294373,132,2.444
چنین گفت زرتشت: کتابی برای همه کس و ...,آگه,157500.0,نیچه ، فریدریش‌ویلهلم,,1400,9789643290153,384,2.438
بازگشت ماهی‌های پرنده,آگه,175500.0,افشین‌نوید ، آتوسا,,1401,9789643294007,424,2.416
خانه‌ی کاغذی,آگه,31500.0,دومینگث ، کارلوس‌ماریا,,1401,9789643293345,76,2.413
فهم نظریه‌های سیاسی,آگه,85500.0,اسپریگنز ، توماس,,1401,9789643290795,204,2.386
سیاست اخلاقی‏‫: پرسش از نسبت سیاست و اخلاق,آگه,130500.0,پدرام ، مسعود,,1401,9789643294687,310,2.375
سلطه‌ی مذکر,آگه,61200.0,بوردیو ، پیر,,1401,9789643294496,144,2.353
اورستیا,آگه,121500.0,اشیل,,1401,9789643292270,280,2.305
برنامه‌ریزی درسی برای مدارس ابتدایی در هزاره سوم,آگه,97200.0,تقی‌پورظهیر ، علی,,1401,9789643291860,224,2.305
طرح تحقیق در تحقیقات اجتماعی,آگه,151200.0,دواس ، دیوید,,1401,9789643292829,348,2.302
مدیریت رفتار سازمانی پیشرفته,آگه,243000.0,زارعی‌متین ، حسن,,1401,9789643292867,552,2.272
روش تطبیقی فراسوی راهبردهای کمی و کیفی,آگه,103500.0,ریگین ، چارلزسی,,1401,9789643292072,234,2.261
فواره زیر باران,آگه,234000.0,,,1401,9789643294717,524,2.239
تاریخ گریه: پژوهشی در باب شیون و زاری,آگه,121500.0,حسن‌پهلوان ، صلاح,,1401,9789643294625,272,2.239
زمین نابرابری: مناسبات فضایی نابرابر در تهران بین ...,آگه,139500.0,اهرابیان‌صدر ، میثم,,1401,9789643294618,312,2.237
تصویر یک دریچه روشن: ارج‌نامه میمنت ذوالقدر (میرصادقی),آگه,175500.0,میرشمسی ، مریم,,1401,9789643294649,392,2.234
سایه‌های سرگردان (خوانشی بر بوف کور),آگه,52200.0,رنجبر ، فتاح,,1401,9789643294694,116,2.222
بازگشت پوپولیسم‌ها,آگه,121500.0,بدیع ، برتران,,1401,9789643294670,268,2.206
آنتیگونه,آگه,67500.0,سوفوکلس,,1400,9789643292775,148,2.193
درآمدی بر فهم جامعه‌ی مدرن: کتاب چهارم مدرنیته ...,آگه,216000.0,هال ، استوارت,,1401,9789643294663,448,2.074
روان‌شناسی اخلاق,آگه,103500.0,کدیور ، پروین,,1401,9789643290801,192,1.855
اعتماد,آگه,108000.0,دورفمن ، آرییل,,1401,9789643292225,184,1.704
سیاست چیست؟,آگه,144000.0,فروند ، ژولین,,1400,9789643291198,242,1.681
روش‌های تحقیق در علوم رفتاری,آگه,252000.0,سرمد ، زهره,,1401,9789643290511,406,1.611
مکبث (همراه متن انگلیسی),آگه,105300.0,شکسپیر ، ویلیام,,1401,9789643290665,168,1.595
طبیعت و چرخه معرفتی نفس: پدیده‌های طبیعی و ...,آیت اشراق,45000.0,ماندگار ، محمدصادق,,1396,9786007404270,382,8.489
پژوهشی تطبیقی در هستی‌شناسی و شناخت‌شناسی ملاصدرا و ...,آیت اشراق,76500.0,دهباشی ، مهدی,,1398,9786007404706,520,6.797
یکصد و هشتاد حدیث ناب از لسان چهارده ...,آیت اشراق,45000.0,تازه‌آبادی‌سارو ، محمدباقر,,1395,9786007404355,264,5.867
دو آموزه‌ی عرفانی: وجود، معرفت (هستی‌شناسی و معرفت‌شناسی ...,آیت اشراق,45000.0,خرمیان ، جواد,,1399,9786007404928,247,5.489
حقیقت مکاشفات (معرفت شناسی مکاشفه),آیت اشراق,81000.0,افتخار ، مهدی,,1392,9786005321944,432,5.333
حروفیه: بین نفی و اثبات,آیت اشراق,99000.0,افتخار ، مهدی,,1397,9786007404584,520,5.253
برهان مبین در جلوات رب‌العالمین,آیت اشراق,54000.0,قهرمانی‌قوچانی ، حسن,,1398,9786007404638,280,5.185
منتخب الخاقانی فی کشف حقایق عرفانی,آیت اشراق,76500.0,زنوزی‌تبریزی ، عبدالله,,1400,9786007404942,392,5.124
سرنوشت و آزادی از دیدگاه ملاصدرا (همراه با ...,آیت اشراق,54000.0,دهباشی ، مهدی,,1398,9786007404690,272,5.037
تبصره‌المومنین (در نسبت بین عرفان و تشیع),آیت اشراق,54000.0,حکیم‌مومن ، محمدمومن‌بن‌محمدزمان,,1398,9786007404669,272,5.037
حقیقت گناه,آیت اشراق,81000.0,افتخار ، مهدی,,1394,9786007404188,384,4.741
سفر در تصوف و عرفان: با تکیه بر ...,آیت اشراق,85500.0,محسنی‌نیا ، ناصر,,1392,9786005321968,396,4.632
مقاصد المسترشدین فی اثبات توحید و معرفه الحق ...,آیت اشراق,135000.0,طباطبایی ، محمدمهدی,,1398,9786007404713,624,4.622
توحید کمالی,آیت اشراق,49500.0,صابونی ، محمدکریم,,1394,9786007404140,224,4.525
السعاده و الاسعاد في السيره الانسانيه,آیت اشراق,85500.0,عامری ، محمدبن‌یوسف,,1398,9786007404768,384,4.491
سیر تصوف از ایران به هند,آیت اشراق,45000.0,دهباشی ، مهدی,,1398,9786007404720,199,4.422
اصول المعارف,آیت اشراق,85500.0,فیض‌کاشانی ، محمدبن‌شاه‌مرتضی,,1398,9786007404775,336,3.93
پیرایه جان ترجمه کتاب تهذیب الاخلاق و تطهیر ...,آیت اشراق,85500.0,ابن‌مسکویه ، احمدبن‌محمد,,1398,9786007404676,328,3.836
شرب مدام,آیت اشراق,144000.0,,,1399,9786007404133,544,3.778
ایجاز مفاتیح الاعجاز: شرح گلشن راز شیخ محمود ...,آیت اشراق,153000.0,دهدار ، محمدبن‌محمود,,1399,9786007404874,568,3.712
حقایق: ترجمه کتاب شریف الحقایق فی محاسن الاخلاق,آیت اشراق,135000.0,فیض‌کاشانی ، محمدبن‌شاه‌مرتضی,,1392,9786005321708,500,3.704
واجب است آنچه یک مسلمان بداند: شناخت اصول ...,آیت اشراق,54000.0,تازه‌آبادی‌سارو ، محمدباقر,,1395,9786007404348,200,3.704
نفی خواطر: پژوهشی در ماهیت و کارکرد خواطر ...,آیت اشراق,67500.0,قنبریان ، علی,,1392,9786005321821,248,3.674
شرح اصطلاحات عرفانی,آیت اشراق,171000.0,نادرعلی ، سیدعادل,,1397,9786007404607,615,3.596
مفتاح اسرار الحسینی در اسرار سیر و سلوک: ...,آیت اشراق,135000.0,دماوندی ، عبدالرحیم‌بن‌محمدیونس,,1398,9786007404751,480,3.556
تحقیق الزوراء (شرح الدوانی علی الزوراء),آیت اشراق,76500.0,رحیمیان ، سعید,,1397,9786007404539,270,3.529
آسمان و ستارگان در قرآن,آیت اشراق,76500.0,زمانی‌قمشه‌ای ، علی,,1392,9786005321937,264,3.451
همعات: شرایط و موانع سلوک الی‌الله بیان نسبت‌های ...,آیت اشراق,81000.0,شاه‌ولی‌الله ، احمدبن‌عبدالرحیم,,1396,9786007404232,248,3.062
رساله حکمی و عرفانی,آیت اشراق,67500.0,امام‌زاده‌زیدی ، ابراهیم,,1395,9786007404096,206,3.052
